Sample.ID,Gender,Birthyear,Postcode,Region,Region.1,Weight,Height,Education.Level,Location.of.Birth
c29383c9016dfdeb86119ad37480ef03abe1a6845636c22dd60e5d2dc106dc5e,M,"[1955, 1975)",B,England,West Midlands,54.1,1.78,BasicOther,Northern Hemisphere
27cfd984e043ce4ed3c0e6d2ac98fb5114100cf7dcf33173cce3998d035b1a44,F,"[1955, 1975)",W,England,Greater London,56.8,1.26,Higher,Northern Hemisphere
8cb311e78895e2c4e767ffaac1ebea93ade623f453045fb99b9eda45f4dc8a72,F,"[1955, 1975)",S,England,East Midlands,91.3,2.02,BasicOther,Northern Hemisphere
e942d8bb4347a198ff1ec38f182e87912016230da1ef48808c4dfea1845e7042,M,"[1955, 1975)",N,England,Greater London,57.8,1.93,BasicOther,Northern Hemisphere
bc6cbadf802e46bfa43290d5e1edab9c6029d0792caac0c09416a6320f4f9d35,F,"[1955, 1975)",DY,England,West Midlands,39.1,1.6,BasicOther,Northern Hemisphere
5ac7fb98b14cebc45d653de32982f32b40a5efa3bd09b28345756b62326de25d,M,"[1955, 1975)",BS,England,South West,62.6,1.6,BasicOther,Northern Hemisphere
08d19ff9482d4ef62f4c56e3b2f968941b671125e848355fad46ee55222ce7d0,F,"[1955, 1975)",B,England,West Midlands,47.1,1.68,BasicOther,Northern Hemisphere
7733a9e498d61dc763fcd3ba262115e9054b2f948f34bdaa7ac53512c158a965,M,"[1955, 1975)",B,England,West Midlands,47.2,1.52,BasicOther,Northern Hemisphere
746a201467d5c5d01a6e5db69a667d407c2cb098055dcf747f80419f500791c3,F,"[1975, 1995)",B,England,West Midlands,84.9,1.61,Higher,Southern Hemisphere
7dee9a76ce118227b638c1ec65254a387e1432fd5bf274cc475c08e29b0c800a,M,"[1995, 2015)",G,Other,Scotland,97.0,1.42,BasicOther,Northern Hemisphere
0642b6d082675ce236f82f28df259e7667baffa82fc452101b4541092d8e427a,M,"[1955, 1975)",CR,England,Greater London,31.2,1.98,BasicOther,Northern Hemisphere
4021e4020e68ed2ecdf8eaf08f1c59e87a9ee0ab5baab84b1d706b5510bb0e58,F,"[1995, 2015)",W,England,Greater London,74.5,1.48,BasicOther,Northern Hemisphere
a4bee88d24be761333c6900d771eb5b8e13af541eca7c337f0f0b9486bbb4ea8,M,"[1955, 1975)",L,England,North West,57.2,1.53,Higher,Southern Hemisphere
98c60254cef6d06ea90d1b1c60fc1e8f307ef6bfea08e41ad64471c535711445,F,"[1975, 1995)",M,England,North West,35.3,1.74,BasicOther,Northern Hemisphere
902fd3a8eea2ac982d38fd4abdfcdeee9fa9a117f6fd2d068b290f52d2f248b8,F,"[1995, 2015)",NW,England,Greater London,31.3,1.84,BasicOther,Northern Hemisphere
d263b8571550d52ee39120429dfb66b6d291cca2771bc8b5a38013e248257291,M,"[1975, 1995)",B,England,West Midlands,76.6,1.7,Higher,Southern Hemisphere
036edc987fb3d0e86a4fb22b2fa31d5182df473f2cbae316e1f796c2b50cdc10,F,"[1995, 2015)",S,England,East Midlands,41.7,1.44,BasicOther,Northern Hemisphere
a701222cac2e310e2dc6d2c0559e743fa1bda0cce3f36615d80ebe5c16889804,M,"[1995, 2015)",G,Other,Scotland,97.9,2.08,Higher,Northern Hemisphere
455160e429bd10ac36caddb2a99ce88b3d2fe3c67a9ce776ae7d5b5972393d01,F,"[1975, 1995)",W,England,Greater London,46.1,1.59,Higher,Northern Hemisphere
c330649ed022eacd926c41e008c8aec9bfc4360d218d24ec4b94c0fbfef402d3,M,"[1975, 1995)",M,England,North West,73.6,1.56,Higher,Southern Hemisphere
2501677b336e3928836f7981349dd1eb103e0579629b97a3d7f1348320b3f1a3,F,"[1995, 2015)",L,England,North West,50.0,1.82,BasicOther,Northern Hemisphere
273db965adeea4fd9ccb8f3e4ae22e82bfb67d0d18f3b0064506866129ad89ba,M,"[1955, 1975)",BA,England,South West,101.1,2.17,BasicOther,Southern Hemisphere
b53c179fddbf3f8142025d8d58d9c0fe507f4aae8db6824c66af0f1e750aaeaf,M,"[1975, 1995)",PL,England,South West,83.7,1.52,BasicOther,Southern Hemisphere
255ee654975c1b42178e79274481f8fd259907a343a76de559a535d524b29b05,M,"[1955, 1975)",CT,England,South East,62.5,1.53,BasicOther,Northern Hemisphere
63da98ba336b5defe43eee41e1489f303510060fc385dcda5e7c26e2d601b0dd,M,"[1975, 1995)",NP,Other,Wales,89.6,1.43,BasicOther,Northern Hemisphere
13dfd17ce585ed4d59087794d0d03e045f08116382acca0b8be76dac0b0abc6a,F,"[1975, 1995)",SA,Other,Wales,76.0,1.9,Higher,Southern Hemisphere
597e339ed74b34a7db84a069927e6e7eedc76538d557b241bd0dc64b48079c5d,F,"[1975, 1995)",S,England,East Midlands,64.9,1.57,BasicOther,Northern Hemisphere
d431e8a6ee4f01088bd0a53e9a06ae5281bf457021e31b6dcff00ec8d26fe430,M,"[1955, 1975)",G,Other,Scotland,68.8,2.23,BasicOther,Northern Hemisphere
089e854156f501537c2d6c1e713014347c7373e4f065a6090093ce12ce606b7b,M,"[1975, 1995)",NG,England,East Midlands,34.4,1.81,Higher,Northern Hemisphere
a274d5d38040ff503551cf062b2aaa9e708e1e0d5712d8fe90555a2732607e60,F,"[1975, 1995)",M,England,North West,48.3,1.49,BasicOther,Southern Hemisphere
65b47696c26db8e64392b6fa2fbc0e82aba707a9c535e7445767e80fe470d099,F,"[1955, 1975)",N,England,Greater London,44.9,1.79,BasicOther,Northern Hemisphere
073efb25c84d70039dec7dc95a3396c4c871e76b8f92d68a450b39bee7080372,F,"[1995, 2015)",W,England,Greater London,42.9,1.63,Higher,Northern Hemisphere
17a46c315b215bf30b5004c604f400a4af20a2fea8230b102936a29ea26079f2,F,"[1955, 1975)",S,England,East Midlands,52.0,1.57,Higher,Northern Hemisphere
0fd62b071423987051ec43ac7de3fa32be41c5ffef7dc9e80aeaa1157b1987e0,F,"[1955, 1975)",W,England,Greater London,46.9,0.97,Higher,Northern Hemisphere
1534daea44f16581a236c6f8429be6b2293f79f880f0e0ebe66453cde64f3a20,M,"[1975, 1995)",N,England,Greater London,78.4,1.63,BasicOther,Southern Hemisphere
d86ac24016de2dc3118fc7c805fd1300548a4fc320f4508f73974b29cc8bc68b,M,"[1975, 1995)",CW,England,North West,46.9,1.43,Higher,Northern Hemisphere
eb9376fcd3bee82e978d9e54a47c59ea71705dcdbab0e7ffde58c041be2d3531,M,"[1955, 1975)",L,England,North West,48.6,1.22,BasicOther,Northern Hemisphere
1ca7a4f1228d1a2f5fc0fd43032bced6a61060d1824d30343819c8ec024189e7,F,"[1955, 1975)",CH,England,North West,81.7,1.6,Higher,Northern Hemisphere
cd824c0c03dc08337d456a726ec73551d7368b983f4632e712506c28ba1a0329,M,"[1975, 1995)",EH,Other,Scotland,45.2,1.5,Higher,Northern Hemisphere
23b0eb82c54ebb7eb3b308fe50fd974101c0a4b704fa3d9199d6f6836588fe5e,M,"[1955, 1975)",WD,England,Greater London,73.2,2.02,BasicOther,Northern Hemisphere
e2683fed2bcf9ecf1678ac3793e7345f5b2c8817e867e84e7f9cdbfe65486546,F,"[1975, 1995)",NG,England,East Midlands,34.4,1.77,BasicOther,Southern Hemisphere
fa0c2b165b2ea73724886db5d75a9433c05fd501ddb732cd2f1a0c2162b69a4d,M,"[1955, 1975)",B,England,West Midlands,97.5,1.54,Higher,Northern Hemisphere
2b7a8827ff1c574a8e6f2f8af702bcc1e3c0cd27d6b176237b26bada21d67bc9,M,"[1995, 2015)",BS,England,South West,104.4,1.55,BasicOther,Northern Hemisphere
62db213a5f4a50f5c5ee9878943edc3fea5d6202e4425eeb9258a409e2008a0e,M,"[1995, 2015)",G,Other,Scotland,36.4,1.76,BasicOther,Northern Hemisphere
eac7e2df14940b82354ee46fbe432aa6cd45222cdc56f6d9ebcd1d277e210c4d,F,"[1975, 1995)",TS,England,North East,91.8,1.95,BasicOther,Southern Hemisphere
2f306ea1d8dc992aaccb3c62d66543a69f1fb8267ce67e2950abd50c48c0f217,M,"[1975, 1995)",ST,England,West Midlands,98.0,1.59,Higher,Northern Hemisphere
4be5ebfa604d8a10f76292acb0669e447ad1e428a155783254b834af50c5a5a6,M,"[1955, 1975)",L,England,North West,92.7,1.71,BasicOther,Northern Hemisphere
7c8f95794c1a92bfa23495d67936052b52b535523c88ae57aaaa1b2f6b17b24e,M,"[1955, 1975)",L,England,North West,72.7,1.85,BasicOther,Southern Hemisphere
aa6ec6acc7c54636d964e059ae450d59112c6b3e4024c264a70fc9d6c4ae9e17,F,"[1955, 1975)",B,England,West Midlands,48.4,2.27,BasicOther,Northern Hemisphere
5e28b81f90b1b74fc1d5fa5f3b69e10b243e54223644f4b4c758751686f62ca7,F,"[1975, 1995)",CO,England,East of England,41.1,2.0,Higher,Northern Hemisphere
d4d5c0ac426a2ea14e3c03f23257e23ab52dba9467e122449ec59eed9e5c24a4,F,"[1955, 1975)",L,England,North West,98.8,1.67,BasicOther,Southern Hemisphere
12883f51f3f6811bbd03832dcbc5079085875b45292e1f33c9dfd5c90168fcc9,M,"[1955, 1975)",BA,England,South West,76.8,1.67,Higher,Northern Hemisphere
cac7525f191d1b68396f3ddaa3f436eda858ef2626b8daafc252ef195c760245,F,"[1955, 1975)",HR,England,West Midlands,71.3,1.69,Higher,Northern Hemisphere
2cb7879ad1ab5df22b51f6f38448071a9311ac7088ccba8dc749503a8c36faa4,M,"[1955, 1975)",UB,England,Greater London,59.5,1.83,BasicOther,Northern Hemisphere
bc22bc33db98e5b17566c4c4da4570e9fd9ecd69d08a0aa7a2920348fa25b21b,M,"[1975, 1995)",EC,England,Greater London,33.7,1.28,BasicOther,Northern Hemisphere
fb3f525b4c72d5f0c4fbe55a6192a67da432283cb53099ee58e88bdfa2fcf503,M,"[1975, 1995)",B,England,West Midlands,55.6,1.61,Higher,Southern Hemisphere
7b6edacc8d2b2a41069065c7e138618aef05976eb2619c1762ec422beae4e0ab,F,"[1955, 1975)",M,England,North West,63.8,2.01,BasicOther,Northern Hemisphere
713bba8b85124b9861a4ecf4cdf86f110d54d4a86d6cf20bbdbb7635524670dd,M,"[1995, 2015)",BT,Other,Northern Ireland,73.6,1.77,Higher,Northern Hemisphere
d45807c0463fc713622d8788b6d641420f6f3a8ea078ea4e8e1cecca0c771ccf,F,"[1975, 1995)",G,Other,Scotland,36.3,2.03,BasicOther,Northern Hemisphere
7dbe7277407a4b3b5458ece47a8728e05b02e825179795a9e2c649e696aa791e,F,"[1995, 2015)",W,England,Greater London,87.2,1.71,BasicOther,Southern Hemisphere
2e3d2483b62ce6040d1ea10890556b67c67fc577c6ff330b5c0f45e00baa6378,M,"[1975, 1995)",S,England,East Midlands,54.2,1.58,BasicOther,Northern Hemisphere
32f69b909fd8f3bf1c97dc0688c9d7b2c31324484d8903406ab3d54a1795e590,F,"[1995, 2015)",ZE,Other,Scotland,31.9,1.37,BasicOther,Northern Hemisphere
a82b5931e8c835142a43eb10bff0788a31723a663f40e7dc7bc43c3814342770,F,"[1975, 1995)",JE,Other,Channel Islands,79.5,2.06,Higher,Southern Hemisphere
1f54c2648db83e7e18f67671a3af5e6468a8db1513f3b37b6383a8d2fb7360dc,M,"[1955, 1975)",B,England,West Midlands,73.0,1.53,Higher,Northern Hemisphere
5d4a1faf1da87ca960d019d0bc924b10d6c0433f450a0f332df0e22ab15d8b32,M,"[1955, 1975)",WV,England,West Midlands,48.8,2.0,Higher,Northern Hemisphere
e8bd534df43c2eb9a789a0fc7d8d5f759ece89cb251b6eeb99fb5a9ea21e1cd0,M,"[1955, 1975)",EC,England,Greater London,28.4,1.67,Higher,Northern Hemisphere
018732a1c38453629bc881e7aaf717663b5a548576ce291e8b674aed2d722f6a,M,"[1975, 1995)",DG,Other,Scotland,91.9,1.77,BasicOther,Northern Hemisphere
7e4597d6081dce0b01fbfe00371a51c1fd0b2c02d391d8942faec9891c8ec776,F,"[1995, 2015)",IV,Other,Scotland,98.4,2.08,BasicOther,Northern Hemisphere
a279a1d4babbe2f6372cb0a554a6ed753e1f4ecb31bebe0eff923d801f5da39f,M,"[1975, 1995)",EN,England,Greater London,88.8,1.69,BasicOther,Northern Hemisphere
5ca153d6c53afeb56f6d1fca88b46f3eb03e2ad78965571a6e3fc813636312cc,F,"[1955, 1975)",G,Other,Scotland,84.6,1.89,Higher,Northern Hemisphere
606c19e8539ff95f8bee41a606381ac2b090346147068a96417412d9280ba6ec,F,"[1995, 2015)",NR,England,East of England,32.8,1.63,BasicOther,Northern Hemisphere
99ec70d654e2077724c70bb4f76d832f82cbae8247076ea6fa5dbf7bfe70ad60,M,"[1995, 2015)",NW,England,Greater London,35.4,1.49,Higher,Northern Hemisphere
d9d22d5f63df477e64538b28f64fae058c0b79ff8c805451f3981e93b1c4eb8e,F,"[1975, 1995)",G,Other,Scotland,100.2,1.32,Higher,Northern Hemisphere
52505a3c729eeb5e20e0f686cb40ec339931e5ab0fbfb725ab4ee0344a49eb70,F,"[1995, 2015)",KA,Other,Scotland,41.5,1.43,BasicOther,Northern Hemisphere
b2c6fac0956709b3f4221cb9d597add65b8de68efc6df5b8fad602247ee0613d,M,"[1995, 2015)",L,England,North West,45.0,1.33,BasicOther,Northern Hemisphere
46c9c94211654d55fafddd2d12af16eb3d35af69aa3cf1c43898fcc07983c8e5,M,"[1995, 2015)",S,England,East Midlands,85.0,2.27,BasicOther,Northern Hemisphere
25fd1f2405dff620c60426eb692ac225d2460f829da85573c126e4ada06f2307,F,"[1975, 1995)",G,Other,Scotland,59.0,1.61,BasicOther,Northern Hemisphere
7adc3c53f1dc88766799ae974f5c47e615db5ae05857312afc06c0a152a9a232,F,"[1955, 1975)",DA,England,Greater London,79.4,1.51,Higher,Northern Hemisphere
753972f2990e6d958523d042dce6d5809d9de3cd8c6c69a1e70b47c580f3181d,F,"[1955, 1975)",TR,England,South West,80.1,1.95,BasicOther,Southern Hemisphere
35077bd18b787c23ec4344d900e372f646681d75db20c0ddffebc38771618c1d,M,"[1995, 2015)",W,England,Greater London,93.5,1.58,Higher,Northern Hemisphere
86468bab17d2529cd118691a2f07f230662f19e1182770dc5845261e476f9cc3,M,"[1975, 1995)",EH,Other,Scotland,44.2,2.05,Higher,Northern Hemisphere
d5b732c846a5c54cce11cdf23668d8e353e9cde1ca984335d37b2d065a93caf1,M,"[1955, 1975)",SN,England,South West,51.6,1.41,BasicOther,Southern Hemisphere
216f2336997b174045eccbb1e3145754e52cfe2df936f86879f41f8a55311187,M,"[1955, 1975)",W,England,Greater London,86.3,1.87,BasicOther,Northern Hemisphere
e2503ab68a2107015c855b4e03f26656307fa480e4979f34ca44b516f14d0b29,F,"[1975, 1995)",ML,Other,Scotland,45.2,1.68,BasicOther,Northern Hemisphere
79836b31b57b4bf670b25d34140f27858bdc492ed0bcb5dfec9392066f435ce3,F,"[1955, 1975)",CW,England,North West,39.2,1.46,BasicOther,Southern Hemisphere
dd35a712f5d611381a9c35646189f7be8d0ccf4dd61d3e84ec4b4e3d1fd6a3a1,M,"[1975, 1995)",M,England,North West,73.9,1.57,Higher,Northern Hemisphere
4539299ac8a3982352bbc347c632a7bb2e6e68a9da83723c6c426b5b167b7a26,M,"[1975, 1995)",N,England,Greater London,62.0,1.65,Higher,Northern Hemisphere
2dcc00fcf5fea31e44110c5ef7a46e58847db872f1914dc79001f3a4b736f89a,F,"[1955, 1975)",EH,Other,Scotland,59.9,2.18,BasicOther,Northern Hemisphere
4e699c09fe023db55fe2b9d9438c6a16a1d8015b1db248b9ded62b13699d8889,M,"[1975, 1995)",CA,England,North West,90.9,1.69,BasicOther,Northern Hemisphere
f17d3b3357023d3a52bd33254eac99fe57bbc6d886a3b84f7f4a7217ddded879,M,"[1975, 1995)",M,England,North West,59.8,1.49,Higher,Northern Hemisphere
dfef38fcf2dd2525290265a9b55a3573c6b8a7ab53a28df81a7093064b19b871,M,"[1955, 1975)",PR,England,North West,33.3,2.15,BasicOther,Southern Hemisphere
2a907b2c6ee1fcaf4983bd88a2af1a93cd204efb8600f73479fa697e3ab1d7a3,M,"[1995, 2015)",N,England,Greater London,44.2,1.38,BasicOther,Northern Hemisphere
60712dfb193c00c62892cab37a397a49a0277988d1cd4de3ba354b05015cc893,M,"[1955, 1975)",KA,Other,Scotland,93.8,2.26,Higher,Northern Hemisphere
a07ffc8877bc85bd59f1336f74d74c18bddd3ad48a9895dcc6c21cc348b05e47,F,"[1955, 1975)",CH,England,North West,29.6,1.91,Higher,Southern Hemisphere
e59f7fc267be8dafc7bb4fcb6debc2fec9a4c72748b7bf7ba907df8883c2ffca,F,"[1975, 1995)",W,England,Greater London,80.4,1.69,BasicOther,Southern Hemisphere
d9550606c060fd18c761159a105c5437ceb46d8f044f2249cdd22d532dcd662c,M,"[1975, 1995)",OX,England,South East,54.6,1.43,BasicOther,Northern Hemisphere
6ff7c207b5bedfab64b5f282a9a1e8fa19678754bacac969da4c5c988b922a92,F,"[1955, 1975)",S,England,East Midlands,38.4,1.78,BasicOther,Southern Hemisphere
2735a1d79ea23b611bd299200d0b352475b6558bfcd3b2858ae51ab486c58186,F,"[1955, 1975)",S,England,East Midlands,86.2,1.93,BasicOther,Northern Hemisphere
daf12e6add1fd16b194a6b0fb21cc3f7d07621b5e4893265c110b8fd732c5c1d,M,"[1975, 1995)",TF,England,West Midlands,48.7,1.25,BasicOther,Northern Hemisphere
093abfe237c6d90306941155ba8c02e099ad0189e0b9c82481f71bbf9bb73fd5,F,"[1955, 1975)",DE,England,East Midlands,87.8,1.57,BasicOther,Northern Hemisphere
efe9d95e330706c1b5ca4b56fc2f0d3c71baeff2caf9855ce1cb76e1e510ce52,M,"[1975, 1995)",NR,England,East of England,82.3,2.01,BasicOther,Northern Hemisphere
2969d23acd0b81cd8cda1a7acf7a16032d4df7dc6dee650266548cb20282f61b,F,"[1995, 2015)",WN,England,North West,78.2,1.31,BasicOther,Northern Hemisphere
13229ce2aba35f916bcb9d04be0cd94f02e7c5912fab03dc06b5e6611d216d67,F,"[1975, 1995)",G,Other,Scotland,73.0,1.08,BasicOther,Northern Hemisphere
23d64302ae2ca0ce82fff393d39139c9b8381b40072bb7133dacf89117d9f58c,M,"[1975, 1995)",HS,Other,Scotland,89.7,1.56,BasicOther,Northern Hemisphere
45ad5597036d5b4370792742695ccd0ccf730b85b4f4bd2dd363eea9b40cee3a,M,"[1995, 2015)",G,Other,Scotland,45.4,2.23,BasicOther,Southern Hemisphere
5c765fb1ade990b34dd5a10e1db57608b592c3091c81caf5be9da18525bc0348,M,"[1995, 2015)",S,England,East Midlands,88.5,2.0,BasicOther,Northern Hemisphere
d018a291f8492955e9b9f4e6df885442646e7b2fda93c962258f651e1d2a0096,F,"[1955, 1975)",N,England,Greater London,60.0,1.8,Higher,Northern Hemisphere
efda0cb1097408f0f2853ac65919f1f2d06f6950e7dc24ebb939af02da838a08,M,"[1995, 2015)",UB,England,Greater London,62.9,1.71,BasicOther,Northern Hemisphere
d2d3d0e6229cff98d4c40e8111511b0eaea21d2b91c1a8e97524b4560b2c4197,M,"[1975, 1995)",WS,England,West Midlands,70.0,2.15,BasicOther,Northern Hemisphere
77c7b6a1c7e759d2bbdd2fc3185824c97d2a118825329b90059eaa17e77cfb52,F,"[1975, 1995)",NE,England,North East,38.7,1.93,BasicOther,Southern Hemisphere
6b4997c24118b6a477160c1b70548d36a6b9e9bcf436348d52c64e6d229bf24e,F,"[1975, 1995)",E,England,Greater London,70.4,1.69,BasicOther,Northern Hemisphere
97d92d46a9eac90494de8dd0a5e5ebf056adaf9aed4ed1590c14d933585975dd,M,"[1975, 1995)",LN,England,East Midlands,42.0,1.97,Higher,Southern Hemisphere
6ac940eed7b773ec7c4bb1a870440c61e1fd5bfc9add4284605a5dccecc6d38f,F,"[1955, 1975)",N,England,Greater London,46.3,1.33,BasicOther,Northern Hemisphere
fdd5aabec6763bfd2b4722e0523519161985cc885ca2dee36061d0697e03444a,M,"[1955, 1975)",SG,England,East of England,70.7,1.76,Higher,Northern Hemisphere
ed36ea62283463f19650c2a07641c1a38413ab36958820df0ce3a9fa2874b32a,M,"[1995, 2015)",L,England,North West,36.2,1.82,BasicOther,Southern Hemisphere
4c1a6246465045856cba60d07115a481ecc6dc58778c952f747f31a17b23ab73,M,"[1995, 2015)",NW,England,Greater London,52.5,1.72,BasicOther,Northern Hemisphere
7703f5bd53fe6435e89348f7ee90d014ead223c43a16531fa52dcb754da558c8,F,"[1955, 1975)",G,Other,Scotland,79.0,1.4,BasicOther,Southern Hemisphere
73f6edb7190ef4ddde3960d44c377fc4c8973961c6258f4abfa4162d8bf3ad93,M,"[1975, 1995)",W,England,Greater London,44.3,1.89,BasicOther,Southern Hemisphere
354c39c4bf0e6550a035c764cbed77850751e150008c13de986775b94be57561,M,"[1955, 1975)",KT,England,Greater London,70.0,1.83,BasicOther,Northern Hemisphere
efbc4c0f47ed0e512208aa0a58728fb1910c142f78cb68e34d04096fdf97cffa,M,"[1955, 1975)",L,England,North West,60.6,1.43,BasicOther,Northern Hemisphere
57bbd626a1fff88a8500d156f86ad244fa32183f532ff9b441c5a44eaf570216,M,"[1975, 1995)",E,England,Greater London,63.8,2.04,Higher,Northern Hemisphere
85c5b3f457ff865ac6bad7731634e896908300859b843a9f1b91b45580d7dd72,F,"[1955, 1975)",E,England,Greater London,66.5,1.94,BasicOther,Northern Hemisphere
ef0bbcae503b18a1737a2d75465c33eb5339b80b646af1be399461795383dee7,F,"[1955, 1975)",B,England,West Midlands,35.2,1.91,BasicOther,Southern Hemisphere
8d369e8c69b309eac9c8d216562f1383b77e966ae29669f985ba8bafc5034124,F,"[1955, 1975)",B,England,West Midlands,96.0,2.08,Higher,Northern Hemisphere
a6db5668d2dc08caa9241299fe02384aafc935c1a2535f77d99a526838073c73,M,"[1975, 1995)",SP,England,South West,56.2,1.53,BasicOther,Northern Hemisphere
c4d2a33383f76f4d24a3acd75007d618fffc97d82f5ed7c50dc0c68d42b8be8b,M,"[1955, 1975)",L,England,North West,33.8,1.87,BasicOther,Northern Hemisphere
c58767d18025b56d206076d44df5542ab5c725d65267402dff18f9c8de08f87b,M,"[1975, 1995)",W,England,Greater London,93.1,1.3,BasicOther,Southern Hemisphere
3421fe93c5563caa920dc9cc323515fcee09e8d2cc0dee7c75c91c36af8e1799,M,"[1955, 1975)",ST,England,West Midlands,64.4,1.71,BasicOther,Northern Hemisphere
93d82e9b894f60fc4fcbcfe50e966a172ade287238dd1b794942787d34749798,F,"[1955, 1975)",L,England,North West,51.0,1.84,BasicOther,Northern Hemisphere
474c3b843e725a9030f6214d055470a8d2e518eed048440b98b049ce31e4a5b4,F,"[1975, 1995)",B,England,West Midlands,57.4,1.76,Higher,Northern Hemisphere
0808105f2080d4c3f00c873fa8c80d47140dfc73ded577a4a097b90eb3caa1b6,M,"[1995, 2015)",YO,England,North East,39.8,1.9,BasicOther,Northern Hemisphere
0d074b8af2967fc48b8080f981446f1184f46533d7164b1c03af7e07f652adff,M,"[1975, 1995)",GU,England,South East,45.0,1.36,BasicOther,Northern Hemisphere
a55e1ff5747c1f262170d12eb07f0a2d2a3a7a52d07a271540e06402a0a904c0,F,"[1975, 1995)",S,England,East Midlands,49.0,1.6,BasicOther,Northern Hemisphere
a77da6ac2102d99586531c611338d9ccd80836159214913f907d6e63121c6316,F,"[1995, 2015)",N,England,Greater London,65.8,1.66,BasicOther,Southern Hemisphere
2255b74704f7c92368f5e859b64acd4f34c3d7a0288f30dc30a1143d4355220f,F,"[1975, 1995)",S,England,East Midlands,90.7,1.52,BasicOther,Northern Hemisphere
b1b77be79a63e52090b094ba43296f45e692febf26c2c056baa082a5aef55009,M,"[1975, 1995)",JE,Other,Channel Islands,74.6,1.9,BasicOther,Northern Hemisphere
b43d798d90fa75ca9c217b3131edef40e6b91a60f302cc6080b96a1ecdb67ff8,F,"[1975, 1995)",L,England,North West,79.2,1.58,Higher,Southern Hemisphere
017b2ac31099aae261580309fcdad00a01b3d429c96007d53509b1b50b362cf8,M,"[1955, 1975)",BH,England,South West,78.2,1.78,Higher,Northern Hemisphere
74a02e8827dcf427bbab89164eec81766642e77e624972d413c1dd23cb650dac,F,"[1975, 1995)",NW,England,Greater London,67.9,1.72,BasicOther,Northern Hemisphere
61e857e74a5f360191cefe6bc1cf05813b9ba7c9fadafe322781bf3351714fb6,F,"[1975, 1995)",M,England,North West,81.5,2.05,Higher,Northern Hemisphere
906cc8b8519e2c136c4de7c5a4f1d808ed6904f2b8c5225338866b9db485d406,M,"[1975, 1995)",E,England,Greater London,99.8,1.57,Higher,Southern Hemisphere
8ff41e582afbb6cda1bb38f9471f7a800c43dd526d48d4ddf6ba4908c21567e1,M,"[1975, 1995)",M,England,North West,99.6,1.19,Higher,Northern Hemisphere
66115430eeaca0053af90afe3520c9af1bb67a1986008d9d39ffd7a3ffd8b58b,F,"[1975, 1995)",L,England,North West,38.3,1.79,Higher,Northern Hemisphere
c2a78ff0b44917bc05b2bf6d1d708cb9a01248bb4fb732666539af256749783e,F,"[1975, 1995)",TQ,England,South West,87.4,1.37,Higher,Southern Hemisphere
7887d71e9f3766b289cef7f59e8d922b995244dbc46678584368b0a9c1a1d80e,M,"[1975, 1995)",OL,England,North West,61.8,1.74,BasicOther,Northern Hemisphere
5423bb6ccc5b7516d6c9de640be54f912b5d73a465dba24cadf293960aa40126,M,"[1975, 1995)",HP,England,East of England,90.2,1.76,Higher,Northern Hemisphere
25e6187d8d141de2d2e7b66c0e4aeb28ff8ebc96ff3029c0f5e7d6eaf34ade68,F,"[1955, 1975)",B,England,West Midlands,53.2,1.77,BasicOther,Southern Hemisphere
1fa33b98593a4056f9827f831e910faff27a5b1cf190eb3cf83f02ead0745faf,M,"[1955, 1975)",CW,England,North West,53.7,1.44,BasicOther,Southern Hemisphere
1f018d8b64fee01c55223546039708cf6f7b61efe64e543b1d60c2394b431256,F,"[1975, 1995)",G,Other,Scotland,41.4,1.66,BasicOther,Southern Hemisphere
86ac2c1caf1d9e98ef4dc7685d3b8d06f08527641a36772143b31c282b9d3b40,F,"[1955, 1975)",SP,England,South West,81.3,1.78,Higher,Northern Hemisphere
6c9a9be76859187b65dfea92b642cea6b36e65eb69d80d4bea2a883d8e6fbf87,F,"[1995, 2015)",N,England,Greater London,45.0,1.66,BasicOther,Southern Hemisphere
db8f97c720f5ae369c3e66ca9820d79a52fd1cf0cf9d4b241e990d412be7f1a5,F,"[1975, 1995)",TN,England,South East,90.9,1.57,Higher,Northern Hemisphere
fd025e0f59cf8d868f04388f2dc77e760b7e1dd7d0c6b3e41dfa4c0716aa8e1a,F,"[1955, 1975)",B,England,West Midlands,45.4,1.09,BasicOther,Northern Hemisphere
270a10cd6e87742fd51a2d6d91cd08ff568aae8e376bba083a27f41cd0c74e64,F,"[1955, 1975)",W,England,Greater London,57.9,1.73,Higher,Southern Hemisphere
80726a3b85cc64427466f3a33169ce60bc0d1f53894eab453ce4ccfdc0af2c51,M,"[1995, 2015)",N,England,Greater London,36.5,1.55,BasicOther,Northern Hemisphere
839d73e7c0d280229cf01a3efc3750f17d200faf0876ca42018e0e8ee20f710c,M,"[1995, 2015)",L,England,North West,81.5,1.91,BasicOther,Northern Hemisphere
ea4439000f3d2ce7637ac52d4d5d00949bae8a64b8b569e72a8de77ffc96065f,M,"[1975, 1995)",W,England,Greater London,43.6,2.0,BasicOther,Northern Hemisphere
af66d986321688dc1d90a438c599d42e2956cb523a8aba23ac3881a0f6a63a0d,F,"[1975, 1995)",W,England,Greater London,50.1,2.06,BasicOther,Northern Hemisphere
a7dc36e6a07f2b0a51034c59a3c53d8fdedfdcb81e02137be77b07826bd8bc54,M,"[1975, 1995)",HA,England,Greater London,33.5,1.74,BasicOther,Northern Hemisphere
